delta_mu_ev,temperature_k,mu_e_ev,du_dt_intra_w_cm3,p_th_model_w_cm3,q_s_cm1,tau_c_lo_energy_s,delta_mu_carrier_statistics_model
1.2424582809280618,360.0,0.6691958788164565,-99028768.00363995,99028768.00363995,806790.2891540548,1.2800566525248863e-07,fd
1.2424582809280618,365.0,0.6699096616380318,-110450291.97565593,110450291.97565593,826590.4725713034,1.2426525845500393e-07,fd
1.2424582809280618,370.0,0.6706251651031921,-122403094.70840529,122403094.70840529,846383.8320317924,1.2072402449491518e-07,fd
1.2424582809280618,375.0,0.6713423737416945,-134890253.41132796,134890253.41132796,866166.3177498264,1.173673708543632e-07,fd
1.2424582809280618,380.0,0.672061271896568,-147914584.67278194,147914584.67278194,885934.1152239845,1.1418205016892462e-07,fd
1.2424582809280618,385.0,0.6727818426936363,-161478653.19389942,161478653.19389942,905683.6181961419,1.1115601346310548e-07,fd
1.2424582809280618,390.0,0.6735040692777167,-175584784.4365254,175584784.4365254,925411.4327553004,1.0827827864848536e-07,fd
1.2424582809280618,395.0,0.6742279334399869,-190235071.41452432,190235071.41452432,945114.3467704251,1.0553881934244581e-07,fd
1.2424582809280618,400.0,0.6749534175705965,-205431388.58394566,205431388.58394566,964789.3455395154,1.0292846270082503e-07,fd
1.2424582809280618,405.0,0.6756805022555565,-221175394.92526606,221175394.92526606,984433.5679200232,1.0043880543401031e-07,fd
1.2424582809280618,410.0,0.6764091689578001,-237468549.39284682,237468549.39284682,1004044.3336962818,9.806213319031888e-08,fd
1.2424582809280618,415.0,0.6771393979321515,-254312113.67727908,254312113.67727908,1023619.1049877603,9.579135529663731e-08,fd
1.2424582809280618,420.0,0.6778711695778936,-271707163.85730934,271707163.85730934,1043155.4964045538,9.361994278819126e-08,fd
1.2424582809280618,425.0,0.6786044637143315,-289654595.875501,289654595.875501,1062651.2563753852,9.154187582560556e-08,fd
1.2424582809280618,430.0,0.6793392610055906,-308155137.6702941,308155137.6702941,1082104.2798868644,8.955159458858286e-08,fd
1.2424582809280618,435.0,0.6800755404090344,-327209347.5182067,327209347.5182067,1101512.5640222812,8.764395964225529e-08,fd
1.2424582809280618,440.0,0.6808132816947442,-346817629.35535216,346817629.35535216,1120874.237466421,8.581421135579258e-08,fd
1.2424582809280618,445.0,0.681552464729108,-366980237.1164013,366980237.1164013,1140187.5436447784,8.40579368674071e-08,fd
1.2424582809280618,450.0,0.6822930690925373,-387697279.52126247,387697279.52126247,1159450.8288251515,8.23710400823885e-08,fd
1.2424582809280618,455.0,0.6830350740594032,-408968725.81185764,408968725.81185764,1178662.5358128918,8.07497143715779e-08,fd
1.2424582809280618,460.0,0.6837784589682816,-430794412.9852191,430794412.9852191,1197821.2038642643,7.919041767863445e-08,fd
1.2424582809280618,465.0,0.6845232040105932,-453174055.11130506,453174055.11130506,1216925.475435006,7.768984977983418e-08,fd
1.2424582809280618,470.0,0.6852692886773988,-476107241.81371075,476107241.81371075,1235974.0678279742,7.624493364083567e-08,fd
1.2424582809280618,475.0,0.6860166925239625,-499593446.6554152,499593446.6554152,1254965.779948057,7.48527966852714e-08,fd
1.2424582809280618,480.0,0.6867653955761122,-523632034.20533806,523632034.20533806,1273899.4941380545,7.351075415374299e-08,fd
1.2424582809280618,485.0,0.6875153775295588,-548222260.8467194,548222260.8467194,1292774.1597496616,7.221629489046649e-08,fd
1.2424582809280618,490.0,0.6882666189729866,-573363285.7690804,573363285.7690804,1311588.808047384,7.096706699446216e-08,fd
1.2424582809280618,495.0,0.6890190997545914,-599054166.759332,599054166.759332,1330342.5232561657,6.976086674004873e-08,fd
1.2424582809280618,500.0,0.6897728006315934,-625293873.3940673,625293873.3940673,1349034.464583942,6.859562627452272e-08,fd
1.2424582809280618,505.0,0.690527702457519,-652081286.8981472,652081286.8981472,1367663.8503526517,6.74694040320002e-08,fd
1.2424582809280618,510.0,0.6912837857517651,-679415201.4028673,679415201.4028673,1386229.9480365224,6.638037569890205e-08,fd
1.2424582809280618,515.0,0.6920410315484323,-707294332.7331271,707294332.7331271,1404732.0845745527,6.532682518144274e-08,fd
1.2424582809280618,520.0,0.6927994214163882,-735717322.4975641,735717322.4975641,1423169.6439678087,6.430713685463681e-08,fd
1.2424582809280618,525.0,0.6935589361519099,-764682733.2132809,764682733.2132809,1441542.0438760347,6.331978919062798e-08,fd
1.2424582809280618,530.0,0.694319558417477,-794189068.9520276,794189068.9520276,1459848.775021252,6.236334673221346e-08,fd
1.2424582809280618,535.0,0.6950812696685292,-824234758.5198004,824234758.5198004,1478089.3499507424,6.143645582205508e-08,fd
1.2424582809280618,540.0,0.6958440519113251,-854818170.0579906,854818170.0579906,1496263.3286925408,6.053783808536964e-08,fd
1.2424582809280618,545.0,0.6966078881815302,-885937617.8885937,885937617.8885937,1514370.324417015,5.966628514045598e-08,fd
1.2424582809280618,550.0,0.6973727607341942,-917591352.5992352,917591352.5992352,1532409.9723304412,5.882065484008683e-08,fd
1.2424582809280618,555.0,0.6981386519367236,-949777569.905538,949777569.905538,1550381.9420095133,5.799986646945162e-08,fd
1.2424582809280618,560.0,0.6989055461511352,-982494427.9929329,982494427.9929329,1568285.9661526019,5.720289589977601e-08,fd
1.2424582809280618,565.0,0.6996734260177035,-1015740022.0126384,1015740022.0126384,1586121.7786791169,5.642877365431582e-08,fd
1.2424582809280618,570.0,0.7004422752462373,-1049512407.7360415,1049512407.7360415,1603889.1582825088,5.5676580180241744e-08,fd
1.2424582809280618,575.0,0.7012120781736064,-1083809601.0312402,1083809601.0312402,1621587.919807504,5.494544292763259e-08,fd
1.2424582809280618,580.0,0.7019828183239625,-1118629568.4089289,1118629568.4089289,1639217.8892425445,5.423453403392366e-08,fd
1.2424582809280618,585.0,0.7027544808217464,-1153970249.2257743,1153970249.2257743,1656778.9417981333,5.35430665930617e-08,fd
1.2424582809280618,590.0,0.7035270499786808,-1189829537.8585768,1189829537.8585768,1674270.9610894758,5.2870293144736755e-08,fd
1.2424582809280618,595.0,0.7043005107496004,-1226205297.9817379,1226205297.9817379,1691693.8617289276,5.221550272907629e-08,fd
1.2424582809280618,600.0,0.7050748482498499,-1263095360.5714042,1263095360.5714042,1709047.5802302354,5.157801890874246e-08,fd
1.2424582809280618,605.0,0.7058500477552849,-1300497525.8318675,1300497525.8318675,1726332.0738721755,5.095719773986166e-08,fd
1.2424582809280618,610.0,0.7066260957236522,-1338409574.6246827,1338409574.6246827,1743547.3365602512,5.0352425522201006e-08,fd
1.2424582809280618,615.0,0.7074029772612008,-1376829246.9094357,1376829246.9094357,1760693.3558597546,4.976311795255989e-08,fd
1.2424582809280618,620.0,0.7081806786560715,-1415754266.8254762,1415754266.8254762,1777770.1539694143,4.918871756662381e-08,fd
1.2424582809280618,625.0,0.7089591868956957,-1455182340.3891594,1455182340.3891594,1794777.7788940358,4.862869240523929e-08,fd
1.2424582809280618,630.0,0.7097384881066333,-1495111141.9276693,1495111141.9276693,1811716.277599798,4.8082535101859234e-08,fd
1.2424582809280618,635.0,0.7105185691067093,-1535538330.5726998,1535538330.5726998,1828585.7209955954,4.754976101725254e-08,fd
1.2424582809280618,640.0,0.7112994174250775,-1576461552.3509734,1576461552.3509734,1845386.2035432446,4.702990699987932e-08,fd
1.2424582809280618,645.0,0.7120810213222838,-1617878442.2316065,1617878442.2316065,1862117.8429029128,4.6522530225446086e-08,fd
1.2424582809280618,650.0,0.7128633812089803,-1659786746.651876,1659786746.651876,1878780.9707788832,4.6027203767743134e-08,fd
1.2424582809280618,655.0,0.7136464707173256,-1702183916.3022134,1702183916.3022134,1895375.4797623272,4.554352711514551e-08,fd
1.2424582809280618,660.0,0.7144302775599893,-1745067531.652072,1745067531.652072,1911901.5069024805,4.507111287836206e-08,fd
1.2424582809280618,665.0,0.7152147907358656,-1788435173.4997354,1788435173.4997354,1928359.2191545593,4.4609589843228835e-08,fd
1.2424582809280618,670.0,0.7159999983348235,-1832284400.4877026,1832284400.4877026,1944748.7759248323,4.415860274237438e-08,fd
1.2424582809280618,675.0,0.7167858886232938,-1876612761.7386205,1876612761.7386205,1961070.3467322448,4.371781113771526e-08,fd
1.2424582809280618,680.0,0.7175724511780078,-1921417810.93369,1921417810.93369,1977324.1298198157,4.3286888377094224e-08,fd
1.2424582809280618,685.0,0.7183596746425951,-1966697082.2174604,1966697082.2174604,1993510.3138610525,4.286552148365648e-08,fd
1.2424582809280618,690.0,0.7191475484121425,-2012448110.1822755,2012448110.1822755,2009629.105879865,4.2453410043987647e-08,fd
1.2424582809280618,695.0,0.7199360614954406,-2058668417.7811756,2058668417.7811756,2025680.7116030476,4.205026587157343e-08,fd
1.2424582809280618,700.0,0.7207252042436831,-2105355537.619583,2105355537.619583,2041665.3642586865,4.165581199209188e-08,fd
1.2424582809280618,705.0,0.7215149660428605,-2152506985.7014637,2152506985.7014637,2057583.2851643353,4.126978265099712e-08,fd
1.2424582809280618,710.0,0.7223053370464699,-2200120282.778081,2200120282.778081,2073434.7126419467,4.089192236616153e-08,fd
1.2424582809280618,715.0,0.7230963076006222,-2248192948.479777,2248192948.479777,2089219.8919405104,4.052198557428006e-08,fd
1.2424582809280618,720.0,0.7238878682440391,-2296722502.1486297,2296722502.1486297,2104939.0748920725,4.015973616289961e-08,fd
1.2424582809280618,725.0,0.7246800091050719,-2345706456.0120883,2345706456.0120883,2120592.5093516638,3.980494715778454e-08,fd
1.2424582809280618,730.0,0.7254727217026263,-2395142338.580197,2395142338.580197,2136180.469441905,3.945739991347028e-08,fd
1.2424582809280618,735.0,0.7262659959312431,-2445027657.246213,2445027657.246213,2151703.2040927066,3.911688436556279e-08,fd
1.2424582809280618,740.0,0.7270598236910398,-2495359945.1578426,2495359945.1578426,2167160.9983809944,3.878319788530269e-08,fd
1.2424582809280618,745.0,0.7278541958527277,-2546136723.1158037,2546136723.1158037,2182554.1217354992,3.84561455649371e-08,fd
1.2424582809280618,750.0,0.7286491040866272,-2597355523.767099,2597355523.767099,2197882.8587483875,3.813553950260609e-08,fd
1.2424582809280618,755.0,0.7294445396286102,-2649013876.0744724,2649013876.0744724,2213147.4879640453,3.782119873282689e-08,fd
1.2424582809280618,760.0,0.7302404951532576,-2701109330.8938775,2701109330.8938775,2228348.3135052845,3.751294856259198e-08,fd
1.2424582809280618,765.0,0.7310369610034678,-2753639410.8426466,2753639410.8426466,2243485.6007257486,3.7210621003800984e-08,fd
1.2424582809280618,770.0,0.7318339308620943,-2806601687.4660683,2806601687.4660683,2258559.6724885567,3.691405343237921e-08,fd
1.2424582809280618,775.0,0.7326313960642575,-2859993704.651322,2859993704.651322,2273570.812207268,3.6623089396344936e-08,fd
1.2424582809280618,780.0,0.7334293487527128,-2913813021.8492336,2913813021.8492336,2288519.3173440816,3.633757777924569e-08,fd
1.2424582809280618,785.0,0.734227781897915,-2968057215.231798,2968057215.231798,2303405.4995866446,3.6057372575721534e-08,fd
1.2424582809280618,790.0,0.7350266880077798,-3022723860.1687536,3022723860.1687536,2318229.6627192106,3.578233289913407e-08,fd
1.2424582809280618,795.0,0.7358260597667856,-3077810540.490172,3077810540.490172,2332992.113343847,3.551232265688268e-08,fd
1.2424582809280618,800.0,0.7366258900359717,-3133314848.926704,3133314848.926704,2347693.1607325934,3.524721035175885e-08,fd
1.2424582809280618,805.0,0.7374261718529382,-3189234387.5316615,3189234387.5316615,2362333.116687229,3.498686889297334e-08,fd
1.2424582809280618,810.0,0.7382268991030486,-3245566777.9475813,3245566777.9475813,2376912.306834461,3.473117531078057e-08,fd
1.2424582809280618,815.0,0.7390280638386368,-3302309622.4780145,3302309622.4780145,2391431.0248544966,3.4480011008584946e-08,fd
1.2424582809280618,820.0,0.7398296596149493,-3359460553.104754,3359460553.104754,2405889.589164435,3.4233261066320853e-08,fd
1.2424582809280618,825.0,0.7406316808470331,-3417017222.91003,3417017222.91003,2420288.3318505213,3.3990814198937635e-08,fd
1.2424582809280618,830.0,0.7414341207680436,-3474977275.899645,3474977275.899645,2434627.5638036593,3.375256291676843e-08,fd
1.2424582809280618,835.0,0.7422369727716468,-3533338367.0509787,3533338367.0509787,2448907.5974766384,3.351840317349966e-08,fd
1.2424582809280618,840.0,0.7430402311072959,-3592098173.2820296,3592098173.2820296,2463128.758619597,3.328823413294774e-08,fd
1.2424582809280618,845.0,0.7438438895017159,-3651254372.8266845,3651254372.8266845,2477291.3627299587,3.306195824153091e-08,fd
1.2424582809280618,850.0,0.7446479425454449,-3710804666.7028394,3710804666.7028394,2491395.7385592666,3.28394809071012e-08,fd
1.2424582809280618,855.0,0.7454523842982662,-3770746757.528992,3770746757.528992,2505442.2043077843,3.262071057851331e-08,fd
1.2424582809280618,860.0,0.7462572082691455,-3831078349.115653,3831078349.115653,2519431.0672212327,3.240555862881831e-08,fd
1.2424582809280618,865.0,0.7470624102575317,-3891797191.341436,3891797191.341436,2533362.6718198536,3.219393886900096e-08,fd
1.2424582809280618,870.0,0.7478679833780688,-3952901002.178939,3952901002.178939,2547237.315257634,3.1985768109740263e-08,fd
1.2424582809280618,875.0,0.7486739230439109,-4014387546.386793,4014387546.386793,2561055.3319620304,3.1780965402331734e-08,fd
1.2424582809280618,880.0,0.7494802233900133,-4076254579.0988255,4076254579.0988255,2574817.032795064,3.157945241399869e-08,fd
1.2424582809280618,885.0,0.7502868801585759,-4138499892.114697,4138499892.114697,2588522.7540066303,3.1381152969846223e-08,fd
1.2424582809280618,890.0,0.7510938870621442,-4201121255.478365,4201121255.478365,2602172.795438645,3.1185993421742595e-08,fd
1.2424582809280618,895.0,0.7519012401599259,-4264116488.385121,4264116488.385121,2615767.4947584183,3.099390202464395e-08,fd
1.2424582809280618,900.0,0.7527089342008288,-4327483400.07797,4327483400.07797,2629307.165350205,3.080480930798431e-08,fd
1.2424582809280618,905.0,0.7535169640782198,-4391219813.451181,4391219813.451181,2642792.1209702753,3.061864781937281e-08,fd
1.2424582809280618,910.0,0.7543253248299249,-4455323565.200769,4455323565.200769,2656222.6757071298,3.043535205305356e-08,fd
1.2424582809280618,915.0,0.7551340123936988,-4519792518.612268,4519792518.612268,2669599.1567331967,3.0254858296701986e-08,fd
1.2424582809280618,920.0,0.7559430221083249,-4584624538.795795,4584624538.795795,2682921.8788772463,3.0077104737494804e-08,fd
1.2424582809280618,925.0,0.756752349457045,-4649817505.061732,4649817505.061732,2696191.1571934377,2.990203131190597e-08,fd
1.2424582809280618,930.0,0.757561989300054,-4715369297.997994,4715369297.997994,2709407.293956658,2.9729579727501058e-08,fd
1.2424582809280618,935.0,0.7583719381689947,-4781277838.43597,4781277838.43597,2722570.617433201,2.955969315676757e-08,fd
1.2424582809280618,940.0,0.7591821912049543,-4847541035.656336,4847541035.656336,2735681.4300814318,2.939231651197211e-08,fd
1.2424582809280618,945.0,0.7599927444569744,-4914156826.471174,4914156826.471174,2748740.0473874984,2.9227396144367907e-08,fd
1.2424582809280618,950.0,0.7608035941185555,-4981123162.402524,4981123162.402524,2761746.78492931,2.9064879875957895e-08,fd
1.2468797269768077,280.0,0.6602669988973898,15938006.494067326,0.0,517027.55284270004,,fd
1.2468797269768077,285.0,0.6609547041698615,12139970.533243218,0.0,536641.0599069602,,fd
1.2468797269768077,290.0,0.6616442478347149,7896059.890794958,0.0,556346.465920968,,fd
1.2468797269768077,295.0,0.6623356375476973,3197412.338368135,0.0,576133.8217420236,,fd
1.2468797269768077,300.0,0.6630288786455499,-1964323.4538718255,1964323.4538718255,595993.738257451,1.8815624432626118e-07,fd
1.2468797269768077,305.0,0.6637239735919689,-7597010.5062531065,7597010.5062531065,615917.3489414455,1.805893994067703e-07,fd
1.2468797269768077,310.0,0.6644209232974024,-13708044.707670176,13708044.707670176,635896.2951301057,1.7355543755928767e-07,fd
1.2468797269768077,315.0,0.665119726134536,-20304374.710759643,20304374.710759643,655922.6860192402,1.670031308175976e-07,fd
1.2468797269768077,320.0,0.6658203788356378,-27392520.9403352,27392520.9403352,675989.0817766774,1.608874142633674e-07,fd
1.2468797269768077,325.0,0.6665228760910052,-34978593.4226879,34978593.4226879,696088.4626094108,1.551685048676104e-07,fd
1.2468797269768077,330.0,0.6672272108490273,-43068308.913925916,43068308.913925916,716214.2073917423,1.4981116358038634e-07,fd
1.2468797269768077,335.0,0.6679333746643985,-51667007.42732161,51667007.42732161,736360.0743480378,1.4478407607868663e-07,fd
1.2468797269768077,340.0,0.6686413578010012,-60779667.987478666,60779667.987478666,756520.1800127643,1.4005933137291357e-07,fd
1.2468797269768077,345.0,0.6693511484663627,-70410922.76199685,70410922.76199685,776688.9680158673,1.3561198218138366e-07,fd
1.2468797269768077,350.0,0.6700627344854397,-80565072.8901664,80565072.8901664,796861.2104576877,1.3141966594312311e-07,fd
1.2468797269768077,355.0,0.6707761021460087,-91246101.08874841,91246101.08874841,817031.9740199369,1.2746228724909152e-07,fd
1.2468797269768077,360.0,0.6714912365074779,-102457684.89689285,102457684.89689285,837196.6057831423,1.2372174269013486e-07,fd
1.2468797269768077,365.0,0.6722081220593663,-114203210.12617883,114203210.12617883,857350.7250251618,1.2018168371643095e-07,fd
1.2468797269768077,370.0,0.6729267419315466,-126485781.68373613,126485781.68373613,877490.1965206276,1.1682731455760934e-07,fd
1.2468797269768077,375.0,0.6736470790601672,-139308236.94601208,139308236.94601208,897611.1312310197,1.13645213978997e-07,fd
1.2468797269768077,380.0,0.6743691158219361,-152673156.414629,152673156.414629,917709.8672448068,1.1062318304309931e-07,fd
1.2468797269768077,385.0,0.6750928329851237,-166582872.0294465,166582872.0294465,937782.9415391337,1.0775011338051828e-07,fd
1.2468797269768077,390.0,0.6758182115908676,-181039481.0214482,181039481.0214482,957827.1034908274,1.0501586785591775e-07,fd
1.2468797269768077,395.0,0.6765452319402909,-196044853.66048753,196044853.66048753,977839.2888463024,1.0241118019544971e-07,fd
1.2468797269768077,400.0,0.6772738742175913,-211600644.03611416,211600644.03611416,997816.6173174477,9.99275645580386e-08,fd
1.2468797269768077,405.0,0.6780041177786704,-227708297.20103234,227708297.20103234,1017756.3717559401,9.755723761825433e-08,fd
1.2468797269768077,410.0,0.6787359421399408,-244369060.3352654,244369060.3352654,1037656.0024254278,9.529304768420642e-08,fd
1.2468797269768077,415.0,0.6794693266246464,-261583990.22025564,261583990.22025564,1057513.1125997286,9.312841361960645e-08,fd
1.2468797269768077,420.0,0.6802042492697261,-279353957.57960206,279353957.57960206,1077325.433451091,9.10572714124326e-08,fd
1.2468797269768077,425.0,0.6809406896391892,-297679663.5457054,297679663.5457054,1097090.8573203324,8.907402249828166e-08,fd
1.2468797269768077,430.0,0.681678625978638,-316561637.9880346,316561637.9880346,1116807.3877730852,8.717349371335442e-08,fd
1.2468797269768077,435.0,0.6824180366139296,-336000250.85085064,336000250.85085064,1136473.152838402,8.535089713722989e-08,fd
1.2468797269768077,440.0,0.6831589003249188,-355995720.4837575,355995720.4837575,1156086.4038107072,8.360179528835944e-08,fd
1.2468797269768077,445.0,0.6839011959877661,-376548119.0493125,376548119.0493125,1175645.5034098132,8.192207062672054e-08,fd
1.2468797269768077,450.0,0.6846449010478677,-397657372.3321486,397657372.3321486,1195148.8960935082,8.030789914440396e-08,fd
1.2468797269768077,455.0,0.6853899952974045,-419323281.25856966,419323281.25856966,1214595.160153153,7.87557220698457e-08,fd
1.2468797269768077,460.0,0.6861364567079998,-441545510.416128,441545510.416128,1233982.9382527594,7.726222709358016e-08,fd
1.2468797269768077,465.0,0.6868842640870417,-464323604.67117566,464323604.67117566,1253310.9730585814,7.58243257752284e-08,fd
1.2468797269768077,470.0,0.6876333963221735,-487656991.395594,487656991.395594,1272578.090762579,7.443913590599998e-08,fd
1.2468797269768077,475.0,0.6883838327831254,-511544987.6117541,511544987.6117541,1291783.2027994099,7.310396464323113e-08,fd
1.2468797269768077,480.0,0.6891355525300894,-535986801.07367986,535986801.07367986,1310925.2890692563,7.181629408855823e-08,fd
1.2468797269768077,485.0,0.6898885347035127,-560981536.754734,560981536.754734,1330003.3998796274,7.057376733618646e-08,fd
1.2468797269768077,490.0,0.6906427589379674,-586528203.6626627,586528203.6626627,1349016.658659659,6.937417580134266e-08,fd
1.2468797269768077,495.0,0.6913982049643318,-612625717.2306983,612625717.2306983,1367964.2520254955,6.821544822877799e-08,fd
1.2468797269768077,500.0,0.692154853031686,-639272905.9756844,639272905.9756844,1386845.433088753,6.709564014076899e-08,fd
1.2468797269768077,505.0,0.6929126830755591,-666468510.8125012,666468510.8125012,1405659.5048537331,6.60129249824604e-08,fd
1.2468797269768077,510.0,0.693671675987628,-694211196.4652417,694211196.4652417,1424405.8375646505,6.496558475908368e-08,fd
1.2468797269768077,515.0,0.6944318114861773,-722499542.2734064,722499542.2734064,1443083.8313734124,6.395200345856732e-08,fd
1.2468797269768077,520.0,0.6951930715594783,-751332067.2512276,751332067.2512276,1461692.9693835424,6.297065785741028e-08,fd
1.2468797269768077,525.0,0.6959554365884761,-780707209.2592281,780707209.2592281,1480232.7521422408,6.20201131621686e-08,fd
1.2468797269768077,530.0,0.6967188888343104,-810623350.8649545,810623350.8649545,1498702.751943742,6.109901500510836e-08,fd
1.2468797269768077,535.0,0.6974834093686763,-841078802.3538762,841078802.3538762,1517102.5603909984,6.020608554999397e-08,fd
1.2468797269768077,540.0,0.6982489798296239,-872071816.3536434,872071816.3536434,1535431.8148314431,5.9340117408882485e-08,fd
1.2468797269768077,545.0,0.699015583357642,-903600598.0182217,903600598.0182217,1553690.2118397367,5.8499968505478125e-08,fd
1.2468797269768077,550.0,0.6997832023457354,-935663292.0486405,935663292.0486405,1571877.4682050005,5.7684558851628235e-08,fd
1.2468797269768077,555.0,0.7005518188653321,-968257987.9784434,968257987.9784434,1589993.325934402,5.689286627545785e-08,fd
1.2468797269768077,560.0,0.701321416056365,-1001382733.328265,1001382733.328265,1608037.5735414908,5.6123922069031916e-08,fd
1.2468797269768077,565.0,0.7020919781674004,-1035035537.1974475,1035035537.1974475,1626010.0452083666,5.537680759153193e-08,fd
1.2468797269768077,570.0,0.7028634877273205,-1069214350.3981984,1069214350.3981984,1643910.572027134,5.465065232028777e-08,fd
1.2468797269768077,575.0,0.7036359293217636,-1103917097.7172158,1103917097.7172158,1661739.043475723,5.3944629267022136e-08,fd
1.2468797269768077,580.0,0.7044092867567803,-1139141657.6574407,1139141657.6574407,1679495.3586573526,5.325795346997256e-08,fd
1.2468797269768077,585.0,0.7051835439989325,-1174885871.992297,1174885871.992297,1697179.4406083908,5.258987904581147e-08,fd
1.2468797269768077,590.0,0.7059586866576666,-1211147560.8893034,1211147560.8893034,1714791.2600140197,5.193969627669436e-08,fd
1.2468797269768077,595.0,0.70673469905668,-1247924499.91329,1247924499.91329,1732330.7847373295,5.130673056552864e-08,fd
1.2468797269768077,600.0,0.7075115666844809,-1285214443.1321642,1285214443.1321642,1749798.019915221,5.0690339452088865e-08,fd
1.2468797269768077,605.0,0.708289274716027,-1323015112.1021526,1323015112.1021526,1767192.9819497294,5.008991127752024e-08,fd
1.2468797269768077,610.0,0.7090678095231889,-1361324211.5041234,1361324211.5041234,1784515.7230436017,4.9504862879084947e-08,fd
1.2468797269768077,615.0,0.7098471561439351,-1400139407.507491,1400139407.507491,1801766.2873260435,4.893463882747111e-08,fd
1.2468797269768077,620.0,0.7106273013313483,-1439458357.8847735,1439458357.8847735,1818944.761637303,4.8378708833892805e-08,fd
1.2468797269768077,625.0,0.7114082310027466,-1479278689.675586,1479278689.675586,1836051.231349173,4.7836567185213426e-08,fd
1.2468797269768077,630.0,0.7121899365142798,-1519598062.718147,1519598062.718147,1853085.8864998883,4.7307729409926094e-08,fd
1.2468797269768077,635.0,0.712972412210369,-1560414150.189611,1560414150.189611,1870048.9796741714,4.679173195314242e-08,fd
1.2468797269768077,640.0,0.7137556341539212,-1601724423.1887312,1601724423.1887312,1886940.46161774,4.628813741152253e-08,fd
1.2468797269768077,645.0,0.7145395884904253,-1643526434.6357982,1643526434.6357982,1903760.4644853196,4.579652456061452e-08,fd
1.2468797269768077,650.0,0.715324264237272,-1685817751.5988827,1685817751.5988827,1920509.178532731,4.531648971348747e-08,fd
1.2468797269768077,655.0,0.7161096490137443,-1728595912.743295,1728595912.743295,1937186.7784385923,4.484764702702791e-08,fd
1.2468797269768077,660.0,0.7168957306317378,-1771858445.7300153,1771858445.7300153,1953793.4498799988,4.438962711101342e-08,fd
1.2468797269768077,665.0,0.7176824970957605,-1815602868.431483,1815602868.431483,1970329.3889584553,4.394207617657648e-08,fd
1.2468797269768077,670.0,0.7184699377195911,-1859826702.5538034,1859826702.5538034,1986794.8208687347,4.3504654945046075e-08,fd
1.2468797269768077,675.0,0.7192580414793808,-1904527456.9513144,1904527456.9513144,2003189.9710998384,4.307703834716229e-08,fd
1.2468797269768077,680.0,0.7200467964272349,-1949702621.633134,1949702621.633134,2019515.0547982869,4.2658914946721285e-08,fd
1.2468797269768077,685.0,0.7208361930732899,-1995349707.1518064,1995349707.1518064,2035770.3345538185,4.224998541732978e-08,fd
1.2468797269768077,690.0,0.721626219296547,-2041466187.6098332,2041466187.6098332,2051956.0322766711,4.1849963194269e-08,fd
1.2468797269768077,695.0,0.7224168660284821,-2088049566.9785814,2088049566.9785814,2068072.426751323,4.1458572477459684e-08,fd
1.2468797269768077,700.0,0.723208122111714,-2135097320.4171948,2135097320.4171948,2084119.764571014,4.1075548928352535e-08,fd
1.2468797269768077,705.0,0.7239999783246782,-2182606942.349552,2182606942.349552,2100098.32921141,4.070063818225745e-08,fd
1.2468797269768077,710.0,0.7247924244896626,-2230575913.1018496,2230575913.1018496,2116008.3907427103,4.033359603281553e-08,fd
1.2468797269768077,715.0,0.7255854512160106,-2279001720.5285587,2279001720.5285587,2131850.2355987392,3.9974187560230094e-08,fd
1.2468797269768077,720.0,0.7263790487232735,-2327881846.494727,2327881846.494727,2147624.1459106873,3.962218695273137e-08,fd
1.2468797269768077,725.0,0.7271732080260834,-2377213782.223906,2377213782.223906,2163330.419696308,3.927737682972965e-08,fd
1.2468797269768077,730.0,0.7279679197412542,-2426995014.2139,2426995014.2139,2178969.349930222,3.893954810354386e-08,fd
1.2468797269768077,735.0,0.7287631758992023,-2477223047.894947,2477223047.894947,2194541.2556345062,3.8608499230772116e-08,fd
1.2468797269768077,740.0,0.7295589662970268,-2527895361.66699,2527895361.66699,2210046.418451821,3.828403660042936e-08,fd
1.2468797269768077,745.0,0.7303552839849408,-2579009478.048268,2579009478.048268,2225485.1774404966,3.796597309385334e-08,fd
1.2468797269768077,750.0,0.7311521191412558,-2630562885.064929,2630562885.064929,2240857.8227177355,3.765412898558686e-08,fd
1.2468797269768077,755.0,0.7319494646109778,-2682553109.0154977,2682553109.0154977,2256164.691219307,3.7348330557301884e-08,fd
1.2468797269768077,760.0,0.7327473115721511,-2734977658.1077304,2734977658.1077304,2271406.091375584,3.704841064839442e-08,fd
1.2468797269768077,765.0,0.7335456526485246,-2787834064.249884,2787834064.249884,2286582.3568738024,3.675420779592399e-08,fd
1.2468797269768077,770.0,0.7343444800339258,-2841119858.5950084,2841119858.5950084,2301693.8139507757,3.646556632980697e-08,fd
1.2468797269768077,775.0,0.7351437854721985,-2894832571.411319,2894832571.411319,2316740.7808619593,3.618233612293656e-08,fd
1.2468797269768077,780.0,0.7359435615303562,-2948969749.9734416,2948969749.9734416,2331723.5897955867,3.590437213422723e-08,fd
1.2468797269768077,785.0,0.7367438016186493,-3003528959.686472,3003528959.686472,2346642.587063802,3.563153419597557e-08,fd
1.2468797269768077,790.0,0.7375444987013545,-3058507766.6275425,3058507766.6275425,2361498.1105889953,3.536368702636203e-08,fd
1.2468797269768077,795.0,0.7383456439594178,-3113903718.507487,3113903718.507487,2376290.466567318,3.5100700237138264e-08,fd
